id_r,cue,resp_1,resp_2,resp_3,incorrect
100159,Sitzkreis,Schule,Pädogik,WORD,70ger Jahre
100247,Nordkorea,rot,kim yong il,WORD,kim yong UN
100268,Schottland,Irland,Wales,WORD,englan
100355,Papagei,Vogel,bunt,WORD,Guten Tah
100378,kopieren,Drucker,Papier,WORD,schirft
100379,Schraube,drehen,Metall,WORD,glänzig
100420,Engländer,dick,lustig,WORD,trinkfreudig
100445,Katholik,Kirche,Ausnutzung,WORD,Abzocke
100540,Klo,WC,Toilette,WORD,Scheisshaus
100582,Nahrungsaufnahme,essebn,Genuss,WORD,zuviel
100644,Russland,Vodka,Putin,WORD,Sovietunion
100752,Percussion,kraftvoll,Vorstellung,WORD,Michaele
100769,Lampe,Licht,Schalter,WORD,Pampe
100781,Zucker,süß,ungesund,WORD,Kohlenhydate
100857,auflösen,Rätsel,Sprudeln,WORD,Spruse
100869,Krankenschwester,schwere Arbeit,wenig Geld,WORD,blöde Hierarchie im kh
100933,Belgien,Schokolade,Bier,WORD,Marc Dutroux
100965,E-Piano,Rock,Neuzeit,WORD,Klaviwr
100976,Einspruch,Gericht,Gerechtigkeit,WORD,Us-Filme
100983,Bohrmaschine,Heimwerker,Obi,WORD,Männert
101071,Lego,Steine,Kinder,WORD,unord
101098,rechnen,Mathematik,Zahlen,WORD,Einkommmen
101123,Fußgängerüberweg,Straße,Zebra,WORD,auto's
101172,Flugzeug,Urlaub,sonne,WORD,sardinenbüchse
101219,Handwerk,Lernen,Etwas richtiges,WORD,Bodenständigkeit
101224,Souvenir,Andenken,Mutti,WORD,Allinclusiveurlaub
101270,erarbeiten,schreiben,sein,WORD,dranbleiben
101272,Möhre,Karotte,Möse,WORD,Pürree
101286,andauern,warten,Veränderung,WORD,Beliben
101418,erwiesen,Studie,Infektion,WORD,ebv
101549,Posaune,Jeki,laut,WORD,Brass banda
101589,Barock,Musik,Kirchen,WORD,barockvolute
101596,Spachtel,Mauer,ausbessern,WORD,kunatvoll
101653,verantwortungsvoll,Eltern,Lehrer,WORD,verantwortunglos
101681,Rassismus,Nazis,Ausgrenzung,WORD,Appartheit
101719,Aprilscherz,albern,wetterwendisch,WORD,"Sonne, Hagel, Regen"
101736,operieren,Krankenhaus,Arzt,WORD,reha-kur
101741,abstempeln,Briefmarke,Arbeitsamt,WORD,negativ belastet (menschen)
101842,Fliesen,glatt,pflegeleicht,WORD,Wand-/Fußbodenverkleidung
101843,stillen,ernähren,Ruhe geben,WORD,Zweisamkeit
101851,Opa,Oma,alt,WORD,zauselig
101852,Rosenkohl,Geschmacksache,lecker,WORD,verarbeitungsaufwendig
101916,undeutlich,Verschwommen,Schematisch,WORD,Silouette
101932,Rum,Rumba,rumgeher,WORD,coctail
101940,Ziehharmonika,Mundharmonika,Handorgel,WORD,quetschkomode
101962,Vorteile,Raffgier,unsolidarisch,WORD,rechthaben
101987,extrem,I.S.,Fundamentalismus,WORD,pathol. Charakter
101990,Zeppelin,1. Weltkrieg,Brandkatastrophe,WORD,Friedrichshaven
101998,Anstreicher,Maler,Handwerker,WORD,renovierer
102011,Himbeersaft,süß,Getränk,WORD,fruchtig
102013,Vogelperspektive,von oben betrachtet,fliegen,WORD,runterschauen
102017,Mensa,Kantine,schule,WORD,selfservice
102025,Nachweis,Alkoholtest,Gesetz,WORD,rechtstreit
102027,Jackett,Stil,England,WORD,buisness
102079,Kombinatorik,Kofferwort,Motorik,WORD,Kombispielzeug
102092,Roller,Spielzeug,Motorbike,WORD,Möbeldiscounter
102120,unmenschlich,Tierquäler,Bevormundung,WORD,Psychospielchen
102144,Fenchel,schmeckt nicht,Gemüse,WORD,hellgrün
102152,Trick,Magie,Zauberer,WORD,austricksen
102166,herunterfallen,"plumps,","kaputt,bruch",WORD,zerbochen
102208,Rettich,Gemüse,scharf,WORD,Sau8erkraut
102259,erwecken,aufwachen,Anstoß geben,WORD,richtigen/falschen Eindruck ...
102270,Oboe,Musik,Instrument,WORD,nasaler Klang
102278,Gin,Alkohol,Getränk,WORD,GinTonic
102379,leichtsinnig,dumm,naiv,WORD,unüberleg
102420,Schraubendreher,Ikea,Umzug,WORD,Reperatur
102423,Couch,Gemütlich,Schlafen,WORD,Fersehen
102449,Bleistift,nagen,Radiergummi,WORD,faber-castell
102461,Hängeschrank,Küche,IKEA,WORD,runterfallen
102462,überlegen,nachdenken,überlegen sein,WORD,raufbolde
102482,Gas,beschleunigen,heizen,WORD,chem.element
102561,Garderobe,aufhängen,elegante,WORD,herabbrechen
102585,Einladung,rsvp,formal,WORD,buettpapier
102591,einbringen,mitmachen,engagieren,WORD,ernten :-)
102607,Mainz,Main,Fasching,WORD,Töfftatäh
102717,WLAN,Internet,Wifi,WORD,lan-kabel
102727,Dosenöffner,Erbsen,ungeschickt,WORD,komplizuert
102756,stagnieren,sinken,schlechter werden,WORD,abnhemen
102768,Ofen,heiß,feuer,WORD,kuschelig
102823,Justiz,Wahrheit,Waage,WORD,Gerechtigkeizt
102839,Aktivierung,an machen,Computer,WORD,Taset
102840,Vorführung,Theater,Bühne,WORD,Schahm
102846,Radieschen,Kartoffel,Karotte,WORD,Zuckkerrübe
102883,Gitarre,Musik,Instrument,WORD,harmonuisch
102924,Platzierung,Rang,dritter,WORD,Siegerstockerl
102956,Talent,begabt,bibl. Geld,WORD,kann was draus werden
103023,Fernrohr,Weite,Technik,WORD,Vaterseigen
103026,Wimpern,gebogen,Tusche,WORD,becircen
103290,Kirschsaft,Sekt,zu SÜSS,WORD,babbisch
103296,Laufsteg,Model,Bootssteg,WORD,pret-à-porter
103310,Konferenz,Meeting,lachsbrötchen,WORD,lanweilig
103313,fortbewegen,gehen,fahren,WORD,fleiegen
103319,verlängern,ausweiten,Urlaub,WORD,Leidenszeit
103395,Brechbohnen,Erbsen,Gemüse,WORD,Fisolen
103429,Cognac,Frankreich,Cognacschwenker,WORD,Digestiv
103432,Orden,Ordensmeisterei,Verdienstorden,WORD,ordensgeschmückt
103486,Mediator,Pseudo,Pseudowissenschaft,WORD,neumodisch
103546,Landschaft,Natur,Urlaub,WORD,Latscherei
103603,Telefonat,Anruf,SMS,WORD,whatsup
103616,Einwanderer,Afrika,Auswandern,WORD,imigrant
103708,Physiotherapie,Krankengymnastik,Liege,WORD,Schemerzen
103711,ausgleichen,Gleichgewicht,Waage,WORD,harminisch
103715,Esel,grau,Bremer Stadtmusikanten,WORD,I-ah
103794,Grüner Salat,Chicoree,Endivie,WORD,kopfalat
103817,Schlittschuh,Eis,Eishockey,WORD,Eiskunstlauf/Teenagerweitwurf
103831,Fälschung,Beltracchi,Lübecker marienkirche,WORD,original + ....
103851,verharren,Starre,Schock,WORD,Unflexibilität
103899,Kopfsache,denken,Gefühl,WORD,Gehrin
103904,Moor,Sumpf,düster,WORD,schlammm
103908,Sojabohnen,Tokyo,grün,WORD,das Geräusch wenn sie aus der schale ploppen
103912,Schauspieler,affig,Theater,WORD,der Song von kreisky
103961,Andersdenkende,Philosoph,grübeln,WORD,prepotent
104015,Südkorea,Nordkorea,Asien,WORD,Ban Ki Moon
104035,Quartier,Stadtviertel,Wohngelegenheit,WORD,Ünernachten
104055,Zepter,König,Kirche,WORD,katholizistisch
104072,Aussicht,oben,traumhaft,WORD,Weitsicht
104076,Bekanntschaft,Freundschaft,entfernt,WORD,Smaltalk
104085,Wespe,Biene,Bienenkönigin,WORD,gelb/schwarz
104161,Mofa,Motorroller,Motorrad,WORD,Fortbewegungsmittel
104172,Pudel,Hunderasse,Kleintier,WORD,Locken-Bello
104207,Japan,Tokio,Atomkraft,WORD,Delfinjagd
104267,unverschämt,frech,vorlaut,WORD,vordrängeln
104364,verwerfen,Gedanken,Idee,WORD,Baskettball
104406,Kabinett,Bundestag,Theater,WORD,fuhrung
104411,Tandem,Zwei,Fahrrad,WORD,Tandempartner
104416,Synthesizer,Elektronische Musik,Kraftwerk (Band),WORD,Verzerrung (Ton)
104453,Landeshauptstadt Bayern,München,BMW,WORD,oöympia
104528,Gepard,schnell,elegant,WORD,Majestätitisch
104604,Einwanderer,Immigrant,Fremder,WORD,Zugereister
104607,revolutionär,Che guevara,krieg,WORD,wiederstand
104612,Couchtisch,Wohnzimmer,Fernseher,WORD,knabbersachen
104630,Herd,brennen,kochen,WORD,zaubermachen
104671,Chicorée,Salat,Gemüse,WORD,knackig
104682,Aprilscherz,Zeitung,Mai,WORD,scicken
104713,Charaktereigenschaft,wertvoll,ernsthaft,WORD,tiefgehend
104718,Umwandlung,Veränderung,Kleiner/Grösser machen,WORD,Aufgabe der bisherigen Posizion
104851,Tomate,Rot,Frucht,WORD,Mozarella
104879,Pflaume,Zwetschge,Pflaumenbaum,WORD,Herbest
104886,leidenschaftlich,emotional,Leidenschaft,WORD,liebesfähig
104941,Migrationshintergrund,Ausland,Immigration,WORD,Fliucht
104960,Verarsche,falle,betrug,WORD,geldmacherei
104961,dement,senil,Alzheimer,WORD,kreutzfeld-jakob
105002,Mongolei,Dschingis Khan,kalt,WORD,Dalei Lama
105087,Nashorn,Afrika,Zoo,WORD,Antoine de Saint Exyperie
105088,Overall,Ski fahren,Arbeit,WORD,Ebula
105089,Chile,Urlaub,Atacamawüste,WORD,Torres del Peine
105096,Unfall,Auto,Polizei,WORD,Blechschade
105112,Vereinigte Staaten von Amerika,Washington DC,Freiheitsstatue,WORD,Stars and Stripes
105137,Quote,Zahlen,Vorgabe,WORD,Pfederennen
105157,Glockenspiel,Kirche,weihnachten,WORD,indiemusik
105187,Ordner,Helfer,Ablage,WORD,Ordenrücken
105193,Regal,Schrank,offen,WORD,Regaltür
105199,gewaltlos,gewaltfrei,Konfliktunfähigkeit,WORD,Schlägertyp
105358,Sirup,Süße,Cocktail,WORD,Holunderblüten
105365,Badeanzug,Esprit,schwarz,WORD,dicke Badezimmerfreu-Figur -dekoration mit bleu-weiß gestrei
105372,Chaiselongue,Oma,Ruhe,WORD,"gemusterter, dunkelroter, weicher Stoff"
105406,Stichsäge,Werkzeug,Holzarbeiten,WORD,Spielzueg
105507,Bindeglied,Verbindung,Zusammenhalt,WORD,Vermittler_in
105532,Peru,Südamerika,Armut,WORD,Che Guevara
105631,Tracht,Verein,Kleidung,WORD,volkstümelnd
105635,Sweatshirt,Pullover,Oberteil,WORD,Kapuzenshirt
105636,Metro,U-Bahn,S-Bahn,WORD,Fortbewegungsmittel
105703,checken,Handschlag,kapieren,WORD,Mädeös
105729,beschlossen,Entschluss,Einheit,WORD,Regelm
105741,Teamgeist,positiv,offen,WORD,kritikfähig
106064,Ukraine,Kornkammer,Tschernobyl,WORD,Unruheherd
106118,Brechbohnen,Fisolen,Bohnschoten,WORD,Strangalen
106167,Karneval,Köln,Bunt,WORD,Bösegeister Vertreibung
106173,Möglichkeiten,Zukunft,Auswahl,WORD,Peröhnliches
106198,Zulassung,sstelle,Pkw,WORD,führerschin
106202,Xylophon,Musik,sanft,WORD,lionel hampten
106230,ansehen,gucken,beobachten,WORD,glotz nicht so
106241,Indonesien,China,Reise,WORD,Steff und Sam
106258,Platte,Käse,Aufschnitt,WORD,Pläte
106276,einfühlsam,Empathie,sensibel,WORD,aktiv zuhörren
106371,Ziehharmonika,Musikschule,Volksmusik,WORD,umherschunkeln
106408,Päckchen,Packet,Post,WORD,überaschung
106416,nachschlagen,Lexikon,dumm,WORD,nachgucken
106422,Lego,Bausteine,Arschidecktur,WORD,Jungs
106439,Humanismus,MenschWürdeBildung,Würde,WORD,ildung
106477,permanent,dauerhaft,nerven,WORD,Make-Up
106491,Stelzen,Beine,Pfoten,WORD,Splze
106504,Werkzeugmacher,Schmied,Schlüsseldienst,WORD,Mitelalter
106596,unterdrücken,abwehren,verstecken,WORD,Negierung
106604,lachen,Spaß,Freude,WORD,Fältchen
106623,Sehenswürdigkeiten,Tourismus,Urlaub,WORD,Zeitslter
106624,muffig,Gestank,Geruch,WORD,Schimmilig
106647,Kiste,Holz,Bett,WORD,Staumöglichkeit
106704,ungebraucht,nutzlos,neu,WORD,unangebrochen
106725,Milch,Mutter,Flüssigkeit,WORD,Calzium
106750,Wellensittich,Vogel,Haustier,WORD,farbeig
106777,hektisch,betriebsam,durcheinander,WORD,aufgregt
106794,Slip,Damenunterwäsche,Höschen,WORD,reinschlüpfen
106818,erfahrbar,ergreifbar,spürbar,WORD,lebbar
106843,authentisch,echt,ich,WORD,erspürend
106860,Altblockflöte,Holzblasinstrument,tief,WORD,warmtönend
106896,radieren,löschen,korregieren,WORD,neumachen
107039,Kongo,Afrika,dunkelhäutig,WORD,heiß (temperatur)
107047,Bademantel,Badewanne,gemütlich,WORD,erkäktet
107051,Selbstzweifel,Stress,Herausforderung,WORD,versagensangst
107072,Intercity,Bahnhof,schnell,WORD,rotweiß
107092,überstehen,überwinden,dvonkommen,WORD,rauskommen
107110,Lagerfeld,Mode,"Zopf,",WORD,hoher Hemdskragen
107112,Verschmutzung,Dreck,Müll,WORD,Verkotet
107134,Chile,Südamerika,Anden,WORD,Paplo Neruda
107156,verdeutlichen,veranschaulichen,bildlich,WORD,Bewusstmachung
107217,Benzin,Treibstoff,Öl,WORD,Brennmitttel
107237,Geburtstage,Feiern,Altern,WORD,Verwandschaft
107258,Hase,Nase,Wiese,WORD,Häsin
107314,Muttersprache,deutsch,Heimat,WORD,sprachsicher
107400,Gepard,Urwald,Tieger,WORD,Wieldniss
107401,winken,Ade,Mainzelmännchen,WORD,aufwiedersehen
107449,konstant,fest,verlässlich,WORD,immerwährend
107450,indirekt,hintenrum,durch die Blume,WORD,gedimmt
107482,Psychologe,negativ,Mr. Monk,WORD,Freiud
107484,Menschenrecht,Amnesty,Afrika,WORD,mit Füßen trteten
107487,Schmied,Esse,Feuer,WORD,Klang (Hammer auf Metall)
107509,Roller,Mofa,Fahrrad,WORD,Füherschein
107512,Pilze,Gift,esbar,WORD,Chamignongs
107522,Badeanzug,Bikini,Schwimmhose,WORD,Bedakappe
107557,Einzelperson,Single,Lucky Luke,WORD,bahn card
107628,Schuhschrank,Schuhe,groß,WORD,stinkig
107635,Irland,Grün,Schaf,WORD,Engliscj
107650,Zuständigkeit,Beruf,wichtig,WORD,kenntniss
107698,E-Piano,stage piano,Keyboard,WORD,schlexhter Sound
107750,Wandschrank,immer zu klein,Kleidung,WORD,tischlet
107757,Einfühlsamkeit,Empathie,im Sozialbereich ganz wichtig,WORD,eher wriblich
107760,übernatürlich,Extraterrestrisch,Geist,WORD,amgst
107763,Blog,bloggen,Internet,WORD,New rich
107791,Sideboard,Wohnzimmer,Möbel,WORD,cochtisch
107816,Türkei,Meer,Urlaub,WORD,schwarzhaarig
107932,Panflöte,klein,lieblich,WORD,instrumen
107946,Irak,Al-Qaida,IS,WORD,Saddam Husain
108028,permanent,immer,unauslöschlich,WORD,Make up
108103,hektisch,betriebsam,quirlig,WORD,turbolent
108112,Einverständnis,Übereinkunft,Zustimmung,WORD,Aktzeptanz
108140,Architekt,Entwerfer,Raumdenker,WORD,Materialformer
108151,Eule,Nachtvorgel,Athene,WORD,Weißheit
108178,Parteitag,Versammlung,Reden,WORD,Einschwörung
108196,Maler,streichen,Leiter,WORD,Malerfreund
108205,Schnittlauch,grün,länglich,WORD,zwiebeliger Geschmack
108271,humorlos,blöd,Essig,WORD,unsymphatisch
108296,reagieren,impulsiv,antworten,WORD,dranbleiben
108344,wechselhaft,wetter,Laune,WORD,schwingungsfähig
108378,Reiseziel,Süden,ins Warme,WORD,"Sonne, Strand Meer"
108387,Chaiselongue,Couch,bequem,WORD,kuschelig
108389,Loch,Nadel,Straße,WORD,Strmupf
108525,Platte,flach,Musik,WORD,anrichtne
108593,Ameise,viele,FLEISSIG,WORD,therasse
108626,Sekretariat,Verwaltung,Dame,WORD,Asssistenz
108641,unbenutzt,neu,wertvoll,WORD,erfahrungsfrei
108683,Experte,Sachverständiger,Koryphäe,WORD,Spezialist/in
108689,Stift,Kuli,Federhalter,WORD,Lehrling/Auszubildender
108699,Erzieher,Pädagoge,Lehrer,WORD,Kindergärtner/in
108732,Hamburger,Bürger der Stadt Hamburg,Cheesburger,WORD,Fast food
108767,sächlich,Ding,das,WORD,Geschlächtslos
108771,Sitzkreis,Therapie,Versamlung,WORD,Hippys
108772,Kran,Hebeapparat,Baustellenfahrzeug,WORD,Abschleppdiest
108773,Star,Film,Stern,WORD,Prominents
108776,Klempner,Rohrbruch,Badezimmer,WORD,Heitzung
108802,involviert,einbezogen,zuständig,WORD,vertraut (damit)
108813,Akkordeon,50-er Jahre,Musik,WORD,Fussballerbierabend
108869,Kneifzange,Hexe,Werkzeug,WORD,Klemptner
108915,unschlüssig,zögernd,abwartend,WORD,Entschluss unfreudig
109011,Medaille,Preis,Wettkampf,WORD,Gewinner/in
109022,überstehen,überleben,durchhalten,WORD,durchkämpfen
109032,Wasserwaage,Bild aufhängen,gerade,WORD,wagerecht
109052,Hebel,Griff,bewegen,WORD,aushebeln
109054,Unterhose,"wechseln, Schießer feinripp, Männer",Männer,WORD,Schießer feinripp
109060,Pause,Schule,notwendig,WORD,runterkommen
109065,Decke,Wärme,Winter,WORD,kuschelig
109069,kommandieren,Feldwebel,unangenehm,WORD,gefühlskalt
109082,Ameise,Gruppe,Duft,WORD,Woody Allen
109162,Utopie,Zukunft,Vision,WORD,Science Fiction
109170,Kasus,Fall,Latein,WORD,knaktus
109309,Prozession,Kirche,christlicher Unfug,WORD,Ku Kux Clan
109427,Pädagoge,auweia,Erzieher,WORD,wenns hilft
109432,Rum,Pirat,Barbardos,WORD,Rumrosinen
109447,Coca-Cola,Bonnie Clyde,Koffein,WORD,Glasflsche
109487,Sitz,Bus,Bezug,WORD,Farben /muster
109493,Tamburin,schellen,Fasnacht,WORD,oreint
109498,Krawatte,aktuelle Ausstellung,knoten,WORD,farbe/muster
109541,Diwan,Sofa,Turban,WORD,Lotterleben
109545,Katholik,Papst,Kirche,WORD,Tebartz van Elst
109607,Kühlschrank,Eis,weiß,WORD,холодиник
109639,Sinnlichkeit,Emotion,Abend,WORD,Zweisamkiet
109657,zuhören,lauschen,verfolgen,WORD,weghören
109666,Abzieher,einer der wegzieht,Wegzieher,WORD,Abzocker
109682,Neuseeland,Land,Canberra,WORD,Maoris
109769,modisch,Kleidung,Frisur,WORD,upt-to-date
109792,Dozent,Lehrer,Volkshochschule,WORD,Univerität
109804,befreien,Gefängnis,Konventionen,WORD,"Ketten, Fesseln"
109810,Ofen,warm,HEISS,WORD,kuschelig
109815,Schelle,Metallglöckchen,Narr,WORD,skatkarte
109822,brechen,widerstand,Übelkeit Stock,WORD,sstöckchen
109849,Konsum,überbewertet,kritiklos,WORD,"das erste Wort, das ich lesen konnte"
109912,anstrengend,schwer,müde,WORD,kapitt
109943,Brasilien,Rio de Janeiro,Karnevall,WORD,Copa Cabana
109954,lästig,unangenehm,Aufgabe,WORD,aussitzen
110023,unentschieden,remis,Pari,WORD,fifty-fifty
110024,Halstuch,schmuck,Struma,WORD,accessoir
110025,Tomate,neue Welt,Calcium,WORD,rundrot
110057,bereichernd,Glück,Überfluss,WORD,interesant
110094,Normalbürger,von wegen,niedlich,WORD,albwegs
110095,veraltet,ja ja,nein,WORD,na so etwas
110140,Entschluss,Entscheidung,A,WORD,Auswaht
110141,nervös,unruhig,ungeduldig,WORD,hibbelig
110147,Chaiselongue,Möbel,Wohnung,WORD,rüstikal
110189,Frisör,Haare,schneiden,WORD,fönen
110207,Sexualität,Geschlecht,Sexualverkehr,WORD,Fortplflanzung
110270,weglaufen,Jugend,Sorgen,WORD,Lilly (Hund)
110296,Quecksilber,giftig termometer umweltschädlich,Thermometer,WORD,umschädlich
110306,Weißrussland,Russland,blonde Zöpfe,WORD,blarus
110333,passen,genau,Paar,WORD,prözise
110403,Syrien,Krieg,Flüchtling,WORD,IS (Islamischer Staat)
110412,Strahl,Wasser,Sonne,WORD,Kenrkraft
110463,Belgien,Brüssel,Praslinen,WORD,Pommes frittes
110480,Spinat,Gemüse,grün,WORD,Poppeye
110481,Krokodil,Alligator,Echse,WORD,Kaltblütler
110500,Lötkolben,blaugelbe flamme,schweiserhelm,WORD,Flash dance
110621,beschließen,entscheiden,Politik,WORD,Ajmt
110653,Schrankwand,Gelsenkirchner Barock,hoch,WORD,Holzimitat
110736,kommandieren,unangenehm,unhöfllich,WORD,rumbrüllen
110864,Niederlande,Urlaub,Meer,WORD,Centerparks
110876,Smoking,Ball,Tanzabend,WORD,Vereherer
110881,Gorilla,Zoo,Kino,WORD,King Kong
110970,Wut,Ärger,rot,WORD,Ausraster
110997,Sojabohnen,Tofu,Salat,WORD,Eiweß
111062,Rollschuhe,Bewegung,Jungsein,WORD,Teerstrasse
111066,warten,Arztpraxis,Haltestelle,WORD,Ungedunld
111103,Enkel,Freude,Liebe,WORD,Unbedarftheit
111201,Sitzkissen,bequem,fehlt,WORD,Blümchenmuster
111203,Maler,Farbe,Gerüst,WORD,achleiffen
111239,Lobby,Politik,Hotel,WORD,Lobbiist
111305,E-Gitarre,Eric Clapton,Rockmusik,WORD,tears in heaven
111319,Whisky,Alkohol,Schottland,WORD,Filmaccessoir USA
111375,Arbeitnehmer,Loyalität,respektsperson,WORD,Geldgeber ;)
111379,Manuskript,Lesen,Buch,WORD,Schrifsteller
111405,Jacke,Winter,kalt,WORD,kuschlig
111458,Mauer,Fall,Ziegel,WORD,pink floyd
111579,Regal,Bücher,Nippes,WORD,regalbretter
111654,wöchentlich,Woche,regelmäßig,WORD,komtinuirlich
111713,Opportunist,Aktienstrategie,kritisch,WORD,Soul Kitchen
111714,Wolkenkratzer,New York,Frankfurt,WORD,Four Seasons Chicago
111716,Likör,süß,Eis,WORD,Faruen
111743,Likör,klebrig süß,Schlehen,WORD,fruchtig
111832,Handschuhe,Fäustlinge,warm halten,WORD,Fingerlinge
111835,Bohne,Bohneneintopf,nicht die Bohne,WORD,Tönchen
111890,ausbreiten,Decke,Indiskretion,WORD,Leibesfuelle
111965,ansehen,blick,mustern,WORD,drüberschauen
112062,Panflöte,Pan,Bambus,WORD,El condor pasa
112074,meinungslos,dumm,ungebildet,WORD,unbelesen
112089,Fahrrad,Einrad,Umweltfreundlich,WORD,emissionsfrei
112093,nervös,gestress,überlastet,WORD,hippelig
112186,locker,leicht,frei,WORD,unverkrampft
112208,überbringen,senden,verschicken,WORD,überliefer
112253,Frisör,Haare,teuer,WORD,"schneiden, kämmen, legen"
112319,Trägheit,Faulheit,Unlust,WORD,Motivationslosigkeit
112321,vorführen,Theateraufführung,Produktvorstellung,WORD,sich luts
112354,konzentrieren,arbeiten,an nichts anderes denken,WORD,eindicken
112358,verliebt,verknallt,ein Paar,WORD,in mich :)
112413,Kontrabass,tief,Basslinie,WORD,Basso continuo
112447,akribisch,genau,detailliert,WORD,pingelich
112487,kostbar,Kinder,Geld,WORD,individuel
112550,Aktivierung,Windows,Drm,WORD,nerverei
112586,Mode,Kleidung,Model,WORD,Vera Wang
112587,Prozession,Fortschritt,weiter,WORD,Erkrankungsverlauf
112613,Piccoloflöte,Kleiner Bruder,Zauberflöte,WORD,Papagaio
112626,Kanada,Ahorn,Tötung von Seerobben,WORD,Robin aus How i met your mother
112647,Hirse,Getreide,Vögel,WORD,Knabberstange
112707,Intelligenz,Glücksache,überschätzt,WORD,Herzensbilung
112728,einbringen,Kommentar,Gruppe,WORD,second Hand laden
112780,Detail,Einzelheit,Kleinlich,WORD,Feinheir
112786,Melodica,Kindheit,Musik,WORD,Gefudrl
112797,Verstoß,recht,illegal,WORD,gelddtrafe
112835,Lego,bauen,bunt,WORD,Genderkackscheiße
112842,gehorchen,Befehl,brav,WORD,hopphopp
112854,Weite,Land,Straße,WORD,Himmeö
112892,Zettel,Nachricht,Einkauf,WORD,To do-Liste
113002,gemeinnützig,sozial,alle,WORD,solidär
113011,Besonderheit,Spezielles,einzigartig,WORD,Eigentschaft
113030,Stromkasten,eckig,weiß,WORD,Schalgter
113125,ansteckend,Virus,Krankheit,WORD,Hatschi
113164,Mundharmonika,Junge,Harp,WORD,Böues
113165,hingehen,ran,Konzert,WORD,nachhause
113167,Mieder,Miederwaren,Hautfarben,WORD,unsexy
113213,Kopfkissen,Schlafen,Wissen,WORD,Zahnfeh
113220,Zweifler,Skeptiker,Kritiker,WORD,Egostate
113262,Brühe,Sauce,Braten,WORD,Spoutzn
113273,Entsorgung,Müll,Gestank,WORD,Vergammelung
113375,Bassgitarre,Mucke,Sowas wie ne Gitarre,WORD,dröhnt wenns zu laut is
113418,akzeptabel,Ok,Angebot,WORD,Fremdwor
113447,Zirkus,farbvoll,wunder,WORD,bizzarerie
113459,Japan,sonne,Liebe der kleinen Einzelheiten,WORD,Hiroschige
113481,Peru,Lima,Südamerika,WORD,macchu pichu
113501,Spinat,grün,Matsch,WORD,Blubb
113590,Planwirtschaft,Bauernhof,Kommunismus,WORD,eingeit
113603,Videospiel,Fernseher,Konsole,WORD,super mario kart
113620,idealistisch,gut,realistisch,WORD,kämpfernatur
113636,Hinleitung,Hinführung,Einleitung,WORD,In­t­ro
113638,Vorahnung,Eingebung,Intuition,WORD,Ora­kel
113660,Abwesenheit,fehlen,Arbeit,WORD,Schulr
113664,Eckbank,Küche,Fußballspiel,WORD,Bank (geldhaus)
113681,Anschrift,Adresse,Kontakt,WORD,Briefkasten / Post
113719,Orgel,Kirche,Hochzeit,WORD,Andi (Organist)
113721,Lachs,Fisch,Essen,WORD,Graved
113828,detailliert,detailreich,langatmig,WORD,kleinschrittig
113850,Chicorée,Gemüse,bitter,WORD,bäh
113858,Gärtner,Garten,Blumen,WORD,äume
113869,Signifikanz,Wichtigkeit,Bedeutung,WORD,10-euro-wort
113903,Rollschuhe,Kind,Spaß,WORD,inline skates
113953,Lego,Dänemark,bunt,WORD,Legomännchen
113992,Pult,Katheder,alte Schule,WORD,Rückenfreundlich
114040,Schraubenzieher,Werkbank,Hammer,WORD,Korkenziehr
114066,Kroatien,Teil Ex-Jugoslawiens,Zagreb,WORD,Ivica Olic
114072,Delfin,Säugetier,Flipper,WORD,Rudeltier
114169,Floskel,Small Talk,Kommunikationshilfe,WORD,wie gehts
114245,Gauß,Strahlen,Modelle,WORD,Necrons
114269,gefährlich,riskant,Vorsicht,WORD,herauslehnen
114285,Indien,Ozean,Elefanten,WORD,"geheimnisvolles, großes, religiöses Land"
114358,verschenken,Geschenke,Socken,WORD,Selbstgemachtes
114380,Afghanistan,Krisengebiet,Opiumanbau,WORD,Hippieliteratur
114429,Fenchel,Tee,Wurzel,WORD,ecklig
114465,Himbeersaft,rot,süß,WORD,fruchtig
114505,Kohlrabi,Gemüse,Kugel,WORD,Hellgrün
114529,Regen,nass,wetter,WORD,regenschirn
114615,Mediation,Buddah,stille,WORD,introspektiv
114669,auflösen,trennen,verschwinden,WORD,kündigem
114726,Huhn,Henne,lecker,WORD,Bauhernhof
114749,Strumpfhose,Leggings,den,WORD,blickdicht
114876,Nachweis,Zertifikat,Führerschein,WORD,eu-konform
114957,Spanien,Heimat,Madrid,WORD,Camino de Santiago
115009,Katze,Tier,Krallen,WORD,verschmust
115023,Fahrstuhl,Aufzug,obere Etage,WORD,beguem
115033,mehrdeutig,Interpretation,Antwort,WORD,vague
115042,restaurieren,renovieren,erhalten,WORD,Denkmalpfelge
115075,produktiv,fleißig,Flow,WORD,arbeitssam
115114,tanzen,Rocken,steppen,WORD,schwofen
115125,Hemd,Bekleidung,T-Shirt,WORD,Karohemd
115132,Zucker,süß,weiß,WORD,Kuchenbacken
115133,undeutlich,nuscheln,nicht klar sichtbar,WORD,etw. verschleiern
115167,Paprika,rot,Tomate,WORD,Ratattouille
115189,Materie,Eisen,Material,WORD,Physil
115211,Unterrock,Faltenrock,Großmutter,WORD,Spiessigkeit
115231,Geschwafel,Gerede,Um den heißen Brei,WORD,Gewäsch
